Document,ItemCode,Category,Trn,Description,Qty,Year_Mth_Week,Due_Date
MIN,TEST-ITEM-002,Bicycles,Min,Test Item for API2 Sync,0.0000,Min Level,20 Oct 2025
MIN,TEST-ITEM-003,Bicycles,Min,Test Item for API3 Sync,0.0000,Min Level,20 Oct 2025
MIN,TEST-ITEM-005,,Min,Test Item for API5 Sync,0.0000,Min Level,20 Oct 2025
MIN,DemoCode1,Buckets,Min,Item for demo purposes,0.0000,Min Level,20 Oct 2025
MIN,TEST-ITEM-006,,Min,Test Item for API5 Sync,0.0000,Min Level,20 Oct 2025
MIN,TEST-ITEM-007,,Min,Test Item for API7 Sync,0.0000,Min Level,20 Oct 2025
MIN,TEST-ITEM-008,,Min,Test Item for API8 Sync,0.0000,Min Level,20 Oct 2025
MIN,TEST-ITEM-009,,Min,Test Item for API9 Sync,0.0000,Min Level,20 Oct 2025
MIN,TEST-ITEM-0010,,Min,Test Item for API10 Sync,0.0000,Min Level,20 Oct 2025
MIN,TEST-ITEM-0011,,Min,Test Item for API11 Sync,0.0000,Min Level,20 Oct 2025
MIN,TEST-ITEM-0012,,Min,Test Item for API12 Sync,0.0000,Min Level,20 Oct 2025
MIN,TEST-ITEM-0014,,Min,Test Item for API14 Sync,0.0000,Min Level,20 Oct 2025
MIN,TEST-ITEM-0017,,Min,Test Item for API17 Sync,0.0000,Min Level,20 Oct 2025
MIN,TEST-ITEM-0018,,Min,Test Item for API18 Sync,0.0000,Min Level,20 Oct 2025
PS0000027,149553,,PS,Yellow stroller with green wheels,-2.0000,2025-08 Week35,28 Aug 2025
