Document,ItemCode,Category,Trn,Description,Qty,Year_Mth_Week,Due_Date
MIN,149553,,Min,Yellow stroller with green wheels,-3.0000,Min Level,12 Mar 2025
MIN,311066,Chairs and Cushions,Min,Stroller cover - Blue,-6.0000,Min Level,12 Mar 2025
MIN,311073,Chairs and Cushions,Min,Chair cushion Orange,-5.0000,Min Level,12 Mar 2025
MIN,618127,Chairs and Cushions,Min,Green chair with brown piping,-8.0000,Min Level,12 Mar 2025
MIN,31040,,Min,Ultimate chair with wheels,-7.0000,Min Level,12 Mar 2025
MIN,608920,Bicycles,Min,Plastic bike with big wheels,-2.0000,Min Level,12 Mar 2025
MIN,152669,,Min,Silver ball with yellow dots,-5.0000,Min Level,12 Mar 2025
MIN,171226,Chairs and Cushions,Min,Sport push chair,-4.0000,Min Level,12 Mar 2025
MIN,6009880532407,Vitamins,Min,YCC- No Sugar Coconut Ice 50g,-7.0000,Min Level,12 Mar 2025
MIN,AFUL160,Vitamins,Min,6009880532568 - Creatine Pwd 455g,-72.0000,Min Level,12 Mar 2025
MIN,AFUL240,Vitamins,Min,6009880532551 - L-Glutamine Pwd 455g,-61.0000,Min Level,12 Mar 2025
MIN,AFUL452,,Min,6009880532995 - Pure Whey Protein 1.82Kg Van Choc Variety,-44.0000,Min Level,12 Mar 2025
MIN,AORG100,,Min,6009880532100 - Virgin Coconut oil 200ml,-21.0000,Min Level,12 Mar 2025
MIN,ItemT1,Bicycles,Min,Testing Item 1 for quantities,0.0000,Min Level,12 Mar 2025
MIN,ItemT2,,Min,Testing Item 2 for quantities,0.0000,Min Level,12 Mar 2025
MIN,ITM3Test,,Min,Testing Item 3 for quantities,0.0000,Min Level,12 Mar 2025
MIN,ITM4Test,,Min,Item 4 Testing Quantities,0.0000,Min Level,12 Mar 2025
MIN,ITM5Test,,Min,Item 5 Testing Quantities,0.0000,Min Level,12 Mar 2025
MIN,SeatR,Spares and Accessories,Min,Red Seat,0.0000,Min Level,12 Mar 2025
MIN,GripB1,Spares and Accessories,Min,Black Grips - Pair,0.0000,Min Level,12 Mar 2025
MIN,FrameB1,Spares and Accessories,Min,Blue bike frame for kit,0.0000,Min Level,12 Mar 2025
MIN,BikeKit1,Bicycles,Min,Bike made from Kit,0.0000,Min Level,12 Mar 2025
MIN,IBR1800,,Min,IBR Sheeting 1800 mm long,0.0000,Min Level,12 Mar 2025
MIN,IBRSPEC,,Min,IBR Sheeting - Special Size,0.0000,Min Level,12 Mar 2025
Joe,618127,Chairs and Cushions,FC,Green chair with brown piping,-50.0000,2024-08 Week34,21 Aug 2024
JC0000011,BikeKit1,Bicycles,JC,Bike made from Kit,-1.0000,2024-10 Week44,31 Oct 2024
JC0000011,SeatR,Spares and Accessories,JC,Red Seat,-1.0000,2024-10 Week44,31 Oct 2024
JC0000011,GripB1,Spares and Accessories,JC,Black Grips - Pair,-1.0000,2024-10 Week44,31 Oct 2024
JC0000011,FrameB1,Spares and Accessories,JC,Blue bike frame for kit,-1.0000,2024-10 Week44,31 Oct 2024
JC0000012,149553,,JC,Yellow stroller with green wheels,-1.0000,2024-11 Week48,30 Nov 2024
JC0000012,171226,Chairs and Cushions,JC,Sport push chair,-1.0000,2024-11 Week48,30 Nov 2024
PS0000006,639795,Chairs and Cushions,PS,High chair cover,-3.0000,2024-08 Week34,22 Aug 2024
PS0000011,BikeKit1,Bicycles,PS,Bike made from Kit,-1.0000,2024-10 Week44,31 Oct 2024
PS0000013,639795,Chairs and Cushions,PS,High chair cover,-1.0000,2024-11 Week48,30 Nov 2024
PS0000014,IBR1800,,PS,IBR Sheeting 1800 mm long,-10.0000,2024-12 Week53,31 Dec 2024
PS0000014,IBRSPEC,,PS,IBR Sheeting - Special Size - Length 1357mm,-15.0000,2024-12 Week53,31 Dec 2024
PO0000001,152669,,PO,Silver ball with yellow dots,7.0000,2024-05 Week22,31 May 2024
PO0000005,152669,,PO,Silver ball with yellow dots,25.0000,2024-05 Week22,31 May 2024
PO0000007,171226,Chairs and Cushions,PO,Sport push chair,0.0000,2024-06 Week23,03 Jun 2024
PO0000007,31040,,PO,Ultimate chair with wheels,0.0000,2024-06 Week23,03 Jun 2024
PO0000008,149553,,PO,Yellow stroller with green wheels,0.0000,2024-06 Week26,30 Jun 2024
PO0000013,171226,Chairs and Cushions,PO,Sport push chair,7.0000,2024-07 Week31,31 Jul 2024
PO0000013,TR001,Sponges,PO,Transport,1.0000,2024-07 Week31,31 Jul 2024
PO0000023,ItemT1,Bicycles,PO,Testing Item 1 for quantities,30.0000,2024-07 Week31,31 Jul 2024
PO0000024,ItemT1,Bicycles,PO,Testing Item 1 for quantities,50.0000,2024-07 Week31,31 Jul 2024
PO0000025,149554,Bicycles,PO,Orange bicycle,0.0000,2024-08 Week35,31 Aug 2024
PO0000027,FrameB1,Spares and Accessories,PO,Blue bike frame for kit,15.0000,2024-10 Week44,31 Oct 2024
PO0000027,TR001,Sponges,PO,Transport,1.0000,2024-10 Week44,31 Oct 2024
PO0000028,639795,Chairs and Cushions,PO,High chair cover,1.0000,2025-02 Week9,28 Feb 2025
PO0000029,149554,Bicycles,PO,Orange bicycle,3.0000,2025-02 Week9,28 Feb 2025
PO0000030,643044,,PO,Green universal cushions,20.0000,2025-02 Week9,28 Feb 2025
