Document,ItemCode,Category,Trn,Description,Qty,Year_Mth_Week,Due_Date
QOH,AVIBR002,Roof Sheeting,OH,IBR sheeting AZ 0.47 x 4.2m,0.0000,On Hand,06 Oct 2025
QOH,AVIBR003,Roof Sheeting,OH,IBR sheeting AZ 0.47 x 4.8m,0.0000,On Hand,06 Oct 2025
QOH,AVIBR004,Roof Sheeting,OH,IBR sheeting AZ 0.47 x 6.0m,0.0000,On Hand,06 Oct 2025
QOH,AVIBRR001,Roof Sheeting,OH,IBR Ridging 3metre,0.0000,On Hand,06 Oct 2025
QOH,AVIBRSRT001,Roof Sheeting,OH,IBR Sheeting 0.25mm,0.0000,On Hand,06 Oct 2025
QOH,B00183200,Gas Water Heaters _AND_ Access,OH,BOSCH -Solenoid Valve (220) Pilot Burner,0.0000,On Hand,06 Oct 2025
QOH,B001883219,Gas Water Heaters _AND_ Access,OH,BOSCH - Solenoid Valve (219) Main Burner,0.0000,On Hand,06 Oct 2025
QOH,B109-02,Brass Fittings,OH,1/8inch Male Plug Hex Head,35.0000,On Hand,06 Oct 2025
QOH,B109-04,Brass Fittings,OH,1/4inch Male Plug Hex Head,0.0000,On Hand,06 Oct 2025
QOH,B109-06,Brass Fittings,OH,3/8inch Male Plug Hex Head,5.0000,On Hand,06 Oct 2025
QOH,B109-08,Brass Fittings,OH,1/2inch Male Plug Hex Head,24.0000,On Hand,06 Oct 2025
QOH,B112-02,Brass Fittings,OH,1/8inch Female Equal Tee,0.0000,On Hand,06 Oct 2025
QOH,B112-06,Brass Fittings,OH,3/8inch Female Equal Tee,0.0000,On Hand,06 Oct 2025
QOH,B112-08,BLOCKED,OH,1/2inch Female Tee,0.0000,On Hand,06 Oct 2025
QOH,B114-02,Brass Fittings,OH,1/8inch F x 1/8inch F Elbow,0.0000,On Hand,06 Oct 2025
QOH,B114-04,Brass Fittings,OH,1/4inch F x 1/4inch F Elbow,0.0000,On Hand,06 Oct 2025
QOH,B114-08,Brass Fittings,OH,1/2inch F x 1/2inch F Elbow,0.0000,On Hand,06 Oct 2025
QOH,B126-0206,Brass Fittings,OH,1/8inch Female to 10mm Hosetail,0.0000,On Hand,06 Oct 2025
QOH,B126-0404,Brass Fittings,OH,1/4inch Female to 6mm Hosetail,0.0000,On Hand,06 Oct 2025
QOH,B126-0406,Brass Fittings,OH,1/4inch Female to 10mm Hosetail,0.0000,On Hand,06 Oct 2025
QOH,B126-0606,Brass Fittings,OH,3/8inch Female to 10mm Hosetail,0.0000,On Hand,06 Oct 2025
QOH,B3/8TBP,Brass Fittings,OH,3/8inch Test Bleeding Point,3.0000,On Hand,06 Oct 2025
QOH,B48-0806,BLOCKED,OH,1/2inch Tube to 3/8inch Pipe,0.0000,On Hand,06 Oct 2025
QOH,B48-0808,BLOCKED,OH,1/2inch Tube to 1/2inch Pipe,0.0000,On Hand,06 Oct 2025
QOH,B480402,BLOCKED,OH,1/4inch Compression by 1/8inch Pipe Male,0.0000,On Hand,06 Oct 2025
QOH,B480404,BLOCKED,OH,1/4inch Compression by 1/4inch Pipe Male,0.0000,On Hand,06 Oct 2025
QOH,B480504,BLOCKED,OH,5/16inch Compression by 1/4inch Pipe Male,0.0000,On Hand,06 Oct 2025
QOH,B480602,BLOCKED,OH,3/8inch Compression by 1/8inch Pipe Male,0.0000,On Hand,06 Oct 2025
QOH,B480606,BLOCKED,OH,3/8inch Compression by 3/8inch Pipe Male,0.0000,On Hand,06 Oct 2025
QOH,B480804,BLOCKED,OH,1/2inch Compression by 1/4inch Pipe Male,0.0000,On Hand,06 Oct 2025
QOH,B480806,BLOCKED,OH,1/2inch Compression by 3/8inch Pipe Male,0.0000,On Hand,06 Oct 2025
QOH,B490202,BLOCKED,OH,1/8inch Compression by 1/8inch Pipe Male Elbow,0.0000,On Hand,06 Oct 2025
QOH,B490402,BLOCKED,OH,1/4inch Compression by 1/8inch Pipe Male Elbow,0.0000,On Hand,06 Oct 2025
QOH,B490404,BLOCKED,OH,1/4inch Compression by 1/4inch Pipe Male Elbow,0.0000,On Hand,06 Oct 2025
QOH,B490604,BLOCKED,OH,3/8inch Compression by 1/4inch Pipe Male Elbow,0.0000,On Hand,06 Oct 2025
QOH,B490606,BLOCKED,OH,3/8inch Compression by 3/8inch Pipe Male Elbow,0.0000,On Hand,06 Oct 2025
QOH,B490804,BLOCKED,OH,1/2inch Compression by 1/4inch Pipe Male Elbow,0.0000,On Hand,06 Oct 2025
QOH,B490806,BLOCKED,OH,1/2inch Compression by 3/8inch Pipe Male Elbow,0.0000,On Hand,06 Oct 2025
QOH,B490808,BLOCKED,OH,1/2inch Compression by 1/2inch Pipe Male Elbow,0.0000,On Hand,06 Oct 2025
QOH,B5/16TPC,BLOCKED,OH,5/16inch Comp to 5/16inch Comp Test Point,0.0000,On Hand,06 Oct 2025
QOH,B61-04,Brass Fittings,OH,1/4inch Compression Nut/Tube OD,26.0000,On Hand,06 Oct 2025
QOH,B61-04M,Brass Fittings,OH,4mm brass nut,0.0000,On Hand,06 Oct 2025
QOH,B61-05,Brass Fittings,OH,5/16 Compression Nut,0.0000,On Hand,06 Oct 2025
QOH,B61-06,Brass Fittings,OH,3/8inch Compression Nut/Tube OD,52.0000,On Hand,06 Oct 2025
QOH,B61-08,Brass Fittings,OH,1/2inch Compression Nut/Tube OD,17.0000,On Hand,06 Oct 2025
QOH,B61-15MM NUT,Brass Fittings,OH,15mm Compression Nut (HF-246),0.0000,On Hand,06 Oct 2025
QOH,B62-02,Brass Fittings,OH,1/8inch Compression Union/Tube OD,0.0000,On Hand,06 Oct 2025
QOH,B62-03,Brass Fittings,OH,3/16inch Compression Union/Tube OD,0.0000,On Hand,06 Oct 2025
QOH,B62-04,Brass Fittings,OH,1/4inch Compression Union/Tube OD,0.0000,On Hand,06 Oct 2025
QOH,B62-05,Brass Fittings,OH,5/16inch Compression Union/Tube OD,0.0000,On Hand,06 Oct 2025
QOH,B62-06,Brass Fittings,OH,3/8inch Compression Union/Tube OD,0.0000,On Hand,06 Oct 2025
QOH,B62-08,Brass Fittings,OH,1/2inch Compression Union/Tube OD,0.0000,On Hand,06 Oct 2025
QOH,B690402,BLOCKED,OH,1/4inch Compression by 1/8inch Male Elbow,0.0000,On Hand,06 Oct 2025
QOH,B690404,BLOCKED,OH,1/4inch Compression by 1/4inch Male Elbow,0.0000,On Hand,06 Oct 2025
QOH,B690502,BLOCKED,OH,5/16inch Compression by 1/8inch Male Elbow,0.0000,On Hand,06 Oct 2025
QOH,B690504,Brass Fittings,OH,5/16inch Compression by 1/4inch Male Elbow,0.0000,On Hand,06 Oct 2025
QOH,B690602,BLOCKED,OH,3/8inch Compression by 1/8inch Male Elbow,0.0000,On Hand,06 Oct 2025
QOH,B690604,BLOCKED,OH,3/8inch Compression by 1/4inch Male Elbow,0.0000,On Hand,06 Oct 2025
QOH,B690606,Brass Fittings,OH,3/8inch Compression by 3/8inch Male Elbow,0.0000,On Hand,06 Oct 2025
QOH,B690804,Brass Fittings,OH,1/2inch Compression by 1/4inch Male Elbow,0.0000,On Hand,06 Oct 2025
QOH,B690806,BLOCKED,OH,1/2inch Compression by 3/8inch Male Elbow,0.0000,On Hand,06 Oct 2025
QOH,BACKPLATELHWO,BLOCKED,OH,Backplate LH WO ST,0.0000,On Hand,06 Oct 2025
QOH,BAF204,Brass Fittings,OH,1/8inch Male to 6mm Hosetail,0.0000,On Hand,06 Oct 2025
QOH,BAF206,Brass Fittings,OH,1/8inch Male to 10mm Hosetail,0.0000,On Hand,06 Oct 2025
QOH,BAF406,Brass Fittings,OH,1/4inch Male to 10mm Hosetail,0.0000,On Hand,06 Oct 2025
QOH,BAF408,Brass Fittings,OH,1/4inch Male to 13mm hosetail,0.0000,On Hand,06 Oct 2025
QOH,BAF604,Brass Fittings,OH,3/8inch Male to 6mm Hosetail,0.0000,On Hand,06 Oct 2025
QOH,BAF606,Brass Fittings,OH,3/8inch Male to 10mm Hosetail,0.0000,On Hand,06 Oct 2025
QOH,BAF608,Brass Fittings,OH,3/8inch Male to 13mm Hosetail,0.0000,On Hand,06 Oct 2025
QOH,BAF806,Brass Fittings,OH,1/2inch Male to 10mm Hosetail,0.0000,On Hand,06 Oct 2025
QOH,BAF808,Brass Fittings,OH,1/2inch Male to 13mm Hosetail,0.0000,On Hand,06 Oct 2025
QOH,BAMT90,BLOCKED,OH,Bamboo Torch 90cm,0.0000,On Hand,06 Oct 2025
QOH,BAR5MM,BLOCKED,OH,5mm Barrel - Stl,0.0000,On Hand,06 Oct 2025
QOH,BATBP,Brass Fittings,OH,Allen Type Bleeder Plug,4.0000,On Hand,06 Oct 2025
QOH,BBC,Brass Fittings,OH,Bullnose to Cadac,99.0000,On Hand,06 Oct 2025
QOH,BBCHV,Brass Fittings,OH,Back Check Valve - Liquid Pigtails,0.0000,On Hand,06 Oct 2025
QOH,BBQ3/1,Braais _AND_ Products,OH,BBQ Brush 3 in 1,17.0000,On Hand,06 Oct 2025
QOH,BBQBB,Braais _AND_ Products,OH,BBQ Basting Brush - 2 piece,12.0000,On Hand,06 Oct 2025
QOH,BBQBBR,Braais _AND_ Products,OH,Barrel Braai,0.0000,On Hand,06 Oct 2025
QOH,BBQBRAAI,Braais _AND_ Products,OH,Portable Braai - Circular,0.0000,On Hand,06 Oct 2025
QOH,BBQBT,BLOCKED,OH,BBQ Tongs Cross over - (oval jaw) DISCON,2.0000,On Hand,06 Oct 2025
QOH,BBQBTL,Braais _AND_ Products,OH,BBQ Tongs Cross over (Square jaw) 38cm,16.0000,On Hand,06 Oct 2025
QOH,BBQCF,BLOCKED,OH,Carving Fork 28cm,0.0000,On Hand,06 Oct 2025
QOH,BBQER2P,Braais _AND_ Products,OH,Egg Rings 2 piece,1.0000,On Hand,06 Oct 2025
QOH,BBQGBM,Braais _AND_ Products,OH,BBQ Grill and Braai Mats (2),14.0000,On Hand,06 Oct 2025
QOH,BBQGGB004,Braais _AND_ Products,OH,Gas Braai Black - 3PLS1 Burner Auto,0.0000,On Hand,06 Oct 2025
QOH,BBQGRID103,BLOCKED,OH,Roadster Hi-Side Grid - S/S 435x335,0.0000,On Hand,06 Oct 2025
QOH,BBQGRID107,BLOCKED,OH,Roadster Grid HandsFree - S/S 435x335,0.0000,On Hand,06 Oct 2025
QOH,BBQGRID112,BLOCKED,OH,GTO Grid - S/S 230x280 with stand/bag,0.0000,On Hand,06 Oct 2025
QOH,BBQGRID500,Braais _AND_ Products,OH,GTO Grid - Chrome 230x280,3.0000,On Hand,06 Oct 2025
QOH,BBQGRID502,Braais _AND_ Products,OH,Roadster Grid H/F - Chrome 435x335x20,0.0000,On Hand,06 Oct 2025
QOH,BBQGRID503,Braais _AND_ Products,OH,Roadster Grid H/S - Chrome 435x335x45,2.0000,On Hand,06 Oct 2025
QOH,BBQGRIDBB,Braais _AND_ Products,OH,S/S BBQ Grid - 43cm x 34cm x 2cm,0.0000,On Hand,06 Oct 2025
QOH,BBQGRIDBM,Braais _AND_ Products,OH,BBQ Grid Bag Medium,0.0000,On Hand,06 Oct 2025
QOH,BBQGRIDCG,Braais _AND_ Products,OH,Galvanised Chicken Braai Grid,0.0000,On Hand,06 Oct 2025
QOH,BBQGRIDHF,BLOCKED,OH,Roadster Grid H/F(502) - Chrome 435x335,0.0000,On Hand,06 Oct 2025
QOH,BBQGRIDIM,Braais _AND_ Products,OH,S/S BBQ Grid - 43cm x 34cm x 2cm,0.0000,On Hand,06 Oct 2025
QOH,BBQGRIDKD,Braais _AND_ Products,OH,S/S BBQ Grid Kudu 50 cm x 41.5 cm x 2cm,0.0000,On Hand,06 Oct 2025
QOH,BBQGRIDSB,Braais _AND_ Products,OH,S/S BBQ Grid - 34cm x 31.5cm x 2cm,2.0000,On Hand,06 Oct 2025
QOH,BBQGRIDWB,Braais _AND_ Products,OH,S/S BBQ Grid - 43cm x 34cm x 4.5cm,0.0000,On Hand,06 Oct 2025
QOH,BBQJFC,Braais _AND_ Products,OH,Cast Iron Jaffle Iron,6.0000,On Hand,06 Oct 2025
QOH,BBQJFL,Braais _AND_ Products,OH,BBQ Jaffle Iron,0.0000,On Hand,06 Oct 2025
QOH,BBQKS7,BLOCKED,OH,Knive Set - 6pc,0.0000,On Hand,06 Oct 2025
QOH,BBQLB,Braais _AND_ Products,OH,BBQ Long Brush,18.0000,On Hand,06 Oct 2025
QOH,BBQLS4,BLOCKED,OH,Long Soda Spoons - 4pc,0.0000,On Hand,06 Oct 2025
QOH,BBQPNBL00,Braais _AND_ Products,OH,Large Foldup Picnic Braai,0.0000,On Hand,06 Oct 2025
QOH,BBQPNBM00,Braais _AND_ Products,OH,Medium Fold-Up Picnic braai,0.0000,On Hand,06 Oct 2025
QOH,BBQPNBS000,Braais _AND_ Products,OH,Small Foldup Picnic Braai,1.0000,On Hand,06 Oct 2025
QOH,BBQSA-001,Braais _AND_ Products,OH,Small Adjustable Fold up Braai,0.0000,On Hand,06 Oct 2025
QOH,BBQSB,Braais _AND_ Products,OH,BBQ Short Brush,28.0000,On Hand,06 Oct 2025
QOH,BBQSM,Braais _AND_ Products,OH,BBQ Spit Motor - Battery,0.0000,On Hand,06 Oct 2025
QOH,BBQSMAC,Braais _AND_ Products,OH,BBQ Spit Motor with 220v AC adaptor,0.0000,On Hand,06 Oct 2025
QOH,BBQSS2,BLOCKED,OH,2pc Serving Spoon,0.0000,On Hand,06 Oct 2025
QOH,BBQSSCK,BLOCKED,OH,Stainless Steel BBQ Cleaning Kit-4 items,1.0000,On Hand,06 Oct 2025
QOH,BBQTBC,Braais _AND_ Products,OH,Barrel Claw Tongs (Long Handle),2.0000,On Hand,06 Oct 2025
QOH,BBQTBS,Braais _AND_ Products,OH,Barrel Spatula Tong (Long Handle),20.0000,On Hand,06 Oct 2025
QOH,BBQTC,Braais _AND_ Products,OH,BBQ Tongs Clampshell 40cm,26.0000,On Hand,06 Oct 2025
QOH,BBQTCL,Braais _AND_ Products,OH,Claw Tong,20.0000,On Hand,06 Oct 2025
QOH,BBQTH,Braais _AND_ Products,OH,BBQ Thermometer (insert),29.0000,On Hand,06 Oct 2025
QOH,BBQTL,BLOCKED,OH,BBQ Tongs (35cm Clampshell),0.0000,On Hand,06 Oct 2025
QOH,BBQTLSP,Braais _AND_ Products,OH,BBQ Tongs Starter Pack - Clamshell,52.0000,On Hand,06 Oct 2025
QOH,BBQTSP,Braais _AND_ Products,OH,Spatula Tong,19.0000,On Hand,06 Oct 2025
QOH,BBQTST,Braais _AND_ Products,OH,Skottel Tong (Plastic ),20.0000,On Hand,06 Oct 2025
QOH,BBST001,Kitchenware,OH,Bamboo Steamer,3.0000,On Hand,06 Oct 2025
QOH,BC/A-001,Hardware,OH,B.B Axle A-12 Balloon (A8/A12),0.0000,On Hand,06 Oct 2025
QOH,BC/B-004,Hardware,OH,B.B Cup Set - Chrome,0.0000,On Hand,06 Oct 2025
QOH,BC/B-008,Hardware,OH,Ball Retainers 1/4x7(Back Axle 20inch16MTB),0.0000,On Hand,06 Oct 2025
QOH,BC/B-010,Hardware,OH,Ball Retainers 1/4x9 (Middle Axle MTB),0.0000,On Hand,06 Oct 2025
QOH,BC/B-012,Hardware,OH,Ball Retainers 3/16(Front Axle 20inch MTB),0.0000,On Hand,06 Oct 2025
QOH,BC/B-014,Hardware,OH,Ball Retainers 5/32x16 Fork Fitting,0.0000,On Hand,06 Oct 2025
QOH,BC/C-011,Hardware,OH,1/2x3/32x116 Links MTB/Racing,0.0000,On Hand,06 Oct 2025
QOH,BC/P-013,Hardware,OH,Pump Connection 11inch Silky Finish D/V LO,0.0000,On Hand,06 Oct 2025
QOH,BC/S-003,Hardware,OH,Saddle - 90x3 Synthetic leather Black,0.0000,On Hand,06 Oct 2025
QOH,BC/T-004,Hardware,OH,Tube Master - 26x195,0.0000,On Hand,06 Oct 2025
QOH,BC/T-0043,Hardware,OH,Tube - Eagle 20x1.75/1.95,0.0000,On Hand,06 Oct 2025
QOH,BC/T-0044,Hardware,OH,Tube - Eagle 24x1.75/1.95,0.0000,On Hand,06 Oct 2025
QOH,BC/T-0045,Hardware,OH,Tube - Eagle 26x1.75/1.95,0.0000,On Hand,06 Oct 2025
QOH,BC/T-017,Hardware,OH,Tyres Nylon - 20x2x125,0.0000,On Hand,06 Oct 2025
QOH,BC/T-020,Hardware,OH,Tyres Nylon - 26 x 195,0.0000,On Hand,06 Oct 2025
QOH,BC/T-040,Hardware,OH,Tube Metro 29inchx195/210EL/P-024:20m,0.0000,On Hand,06 Oct 2025
QOH,BC10V,Boiling Table/Burners,OH,C10/20 Spare Valve,11.0000,On Hand,06 Oct 2025
QOH,BCA002,Hardware,OH,B.B.AXLEY - 16/2C,0.0000,On Hand,06 Oct 2025
