ItemCode,Description,CategoryDescript,Sum_Qty,StoreCode,LotNumber,Unit_Cost,Value_On_Hand,TextUserField1,TextUserField2,TextUserField3,NumericUserField1,NumericUserField2,NumericUserField3
1272,PINE EU 25MM X 100MM ROUGH SAWN TREATED KD,SAWN TIMBER PINE EUROPEAN,0.000,RM,24042025RM146,74.1400,0.0000000,,,,0.00,0.00,0.00
1273,PINE EU 20MM X 95MM TREATED KD,SAWN TIMBER PINE EUROPEAN,0.000,RM,24042025RM147,74.0200,0.0000000,,,,0.00,0.00,0.00
1274,PINE EU 70MM X 195MM TREATED KD,SAWN TIMBER PINE EUROPEAN,0.000,RM,24042025RM149,0.0000,0.0000000,,,,0.00,0.00,0.00
1279,PINE EU 21MM X 90MM T&G V-JOINT TREATED,SAWN TIMBER PINE EUROPEAN,117.000,RM,24042025RM148,74.5600,8723.5200000,,,,0.00,0.00,0.00
1285,PINE SA 35mm X 35mm X 5700mm BATTENS,SAWN TIMBER PINE BATTENS,2243.000,RM,24042025RM150,165.8000,371889.4000000,,,,0.00,0.00,0.00
1301,WHITE OAK KD PRIME 4/4,SAWN TIMBER WHITE OAK,14.171,RM,24042025RM4,104542.6500,1481473.8931500,,,,0.00,0.00,0.00
1302,WHITE OAK KD PRIME 6/4,SAWN TIMBER WHITE OAK,0.016,RM,24042025RM5,106531.8400,1704.5094400,,,,0.00,0.00,0.00
1303,WHITE OAK KD PRIME 8/4,SAWN TIMBER WHITE OAK,0.000,RM,24042025RM6,99521.3400,0.0000000,,,,0.00,0.00,0.00
1307,RED OAK KD PRIME 4/4,SAWN TIMBER RED OAK,33.265,RM,24042025RM122,49847.2500,1658168.7712500,,,,0.00,0.00,0.00
1308,RED OAK KD PRIME 6/4,SAWN TIMBER RED OAK,10.979,RM,24042025RM124,62770.3300,689155.4530700,,,,0.00,0.00,0.00
1309,RED OAK KD PRIME 8/4,SAWN TIMBER RED OAK,0.685,RM,24042025RM123,52059.9600,35661.0726000,,,,0.00,0.00,0.00
1312,WHITE ASH KD PRIME 4/4,SAWN TIMBER WHITE ASH,0.108,RM,24042025RM168,54789.3500,5917.2498000,,,,0.00,0.00,0.00
1313,WHITE ASH KD PRIME 6/4,SAWN TIMBER WHITE ASH,3.984,RM,24042025RM169,60104.7700,239457.4036800,,,,0.00,0.00,0.00
1314,WHITE ASH KD PRIME 8/4,SAWN TIMBER WHITE ASH,0.000,RM,24042025RM170,62251.2800,0.0000000,,,,0.00,0.00,0.00
1320,SALIGNA 38X152MM CLEAR LONG KD,SAWN TIMBER SALIGNA,5.350,RM,24042025RM178,33142.3900,177311.7865000,,,,0.00,0.00,0.00
1350,MERANTI 35mm x 195mm x 2440mm FJ LAMINATED KD,MERANTI FJ LAMINATED KD,397.000,RM,24042025RM95,724.4500,287606.6500000,,,,0.00,0.00,0.00
1351,MERANTI 35mm x 195mm x 4270mm FJ LAMINATED KD,MERANTI FJ LAMINATED KD,136.000,RM,24042025RM85,1146.1900,155881.8400000,,,,0.00,0.00,0.00
1352,MERANTI 35mm x 195mm x 2140mm FJ LAMINATED KD,MERANTI FJ LAMINATED KD,134.000,RM,24042025RM86,633.9100,84943.9400000,,,,0.00,0.00,0.00
1353,MERANTI 22mm x 195mm x 4270mm FJ LAMINATED KD,MERANTI FJ LAMINATED KD,0.000,RM,24042025RM87,797.3000,0.0000000,,,,0.00,0.00,0.00
1354,MERANTI 22mm x 195mm x 2140mm FJ LAMINATED KD,MERANTI FJ LAMINATED KD,377.000,RM,24042025RM88,363.9700,137216.6900000,,,,0.00,0.00,0.00
1355,MERANTI 22mm x 600mm x 4270mm FJ LAMINATED KD,MERANTI FJ LAMINATED KD,53.000,RM,24042025RM96,2360.8300,125123.9900000,,,,0.00,0.00,0.00
1356,MERANTI 15mm x 195mm x 4270mm FJ LAMINATED KD,MERANTI FJ LAMINATED KD,290.000,RM,24042025RM89,541.9400,157162.6000000,,,,0.00,0.00,0.00
1357,MERANTI 45mm x 195mm x 4270mm FJ LAMINATED KD,MERANTI FJ LAMINATED KD,66.000,RM,24042025RM90,1618.5300,106822.9800000,,,,0.00,0.00,0.00
1358,MERANTI 35mm x 600mm x 4270mm FJ LAMINATED KD,MERANTI FJ LAMINATED KD,53.000,RM,24042025RM97,3755.7700,199055.8100000,,,,0.00,0.00,0.00
1359,MERANTI 35mm x 300mm x 4270mm FJ LAMINATED KD,MERANTI FJ LAMINATED KD,0.000,RM,24042025RM91,1936.5200,0.0000000,,,,0.00,0.00,0.00
1360,MERANTI 22mm x 300mm x 4270mm FJ LAMINATED KD,MERANTI FJ LAMINATED KD,164.000,RM,24042025RM92,1108.9100,181861.2400000,,,,0.00,0.00,0.00
1361,MERANTI 35mm x 195mm x 2500mm FJ LAMINATED KD,MERANTI FJ LAMINATED KD,0.000,RM,24042025RM93,760.3900,0.0000000,,,,0.00,0.00,0.00
1362,MERANTI 22mm x 45mm x 4270mm FJ LAMINATED KD,MERANTI FJ LAMINATED KD,571.000,RM,24042025RM94,183.8300,104966.9300000,,,,0.00,0.00,0.00
1401,SAPELE KD FAS 25MM,SAWN TIMBER SAPELE,36.343,RM,24042025RM7,54721.3400,1988737.6596200,,,,0.00,0.00,0.00
1402,SAPELE KD FAS 38MM,SAWN TIMBER SAPELE,7.407,RM,24042025RM8,54934.0600,406896.5824200,,,,0.00,0.00,0.00
1403,SAPELE KD FAS 50MM,SAWN TIMBER SAPELE,4.622,RM,24042025RM9,54528.5700,252031.0505400,,,,0.00,0.00,0.00
1501,YELLOW BALAU AD 1 X 8'',SAWN TIMBER BALAU,11.710,RM,24042025RM10,70837.2100,829503.7291000,,,,0.00,0.00,0.00
1502,YELLOW BALAU AD 2 X 8'',SAWN TIMBER BALAU,0.000,RM,24042025RM11,74666.4600,0.0000000,,,,0.00,0.00,0.00
1503,YELLOW BALAU AD 4 X 8'',SAWN TIMBER BALAU,2.607,RM,24042025RM12,66970.2800,174591.5199600,,,,0.00,0.00,0.00
1505,YELLOW BALAU AD 8 X 8'',SAWN TIMBER BALAU,0.000,RM,24042025RM13,60250.5100,0.0000000,,,,0.00,0.00,0.00
1506,YELLOW BALAU AD 6 X 6'',SAWN TIMBER BALAU,27.014,RM,24042025RM14,77166.1000,2084565.0254000,,,,0.00,0.00,0.00
1507,YELLOW BALAU AD 4 X 6'',SAWN TIMBER BALAU,17.883,RM,24042025RM15,72483.2000,1296217.0656000,,,,0.00,0.00,0.00
1508,YELLOW BALAU AD 4 X 4'',SAWN TIMBER BALAU,19.033,RM,24042025RM16,75248.9400,1432213.0750200,,,,0.00,0.00,0.00
1509,YELLOW BALAU AD 3 X 8'',SAWN TIMBER BALAU,0.000,RM,24042025RM17,52216.6000,0.0000000,,,,0.00,0.00,0.00
1510,YELLOW BALAU AD 3 X 6'',SAWN TIMBER BALAU,5.994,RM,24042025RM18,78107.4000,468175.7556000,,,,0.00,0.00,0.00
1512,YELLOW BALAU AD 3 X 4'',SAWN TIMBER BALAU,13.017,RM,24042025RM19,71271.4600,927740.5948200,,,,0.00,0.00,0.00
1513,YELLOW BALAU AD 3 X 3'',SAWN TIMBER BALAU,11.762,RM,24042025RM20,68651.6000,807480.1192000,,,,0.00,0.00,0.00
1515,YELLOW BALAU AD 2 X 4'',SAWN TIMBER BALAU,11.732,RM,24042025RM26,68988.5600,809373.7859200,,,,0.00,0.00,0.00
1517,YELLOW BALAU AD 1.5 X 8'',SAWN TIMBER BALAU,0.000,RM,24042025RM21,74666.4600,0.0000000,,,,0.00,0.00,0.00
1518,YELLOW BALAU AD 1.5 X 6'',SAWN TIMBER BALAU,0.000,RM,24042025RM22,73934.6600,0.0000000,,,,0.00,0.00,0.00
1520,YELLOW BALAU AD 2 X 6'',SAWN TIMBER BALAU,0.000,RM,24042025RM23,61738.5100,0.0000000,,,,0.00,0.00,0.00
1521,YELLOW BALAU AD 3 X 10'',SAWN TIMBER BALAU,0.000,RM,24042025RM24,83152.8700,0.0000000,,,,0.00,0.00,0.00
1522,YELLOW BALAU AD 1 X 6'',SAWN TIMBER BALAU,5.542,RM,24042025RM25,69957.8000,387706.1276000,,,,0.00,0.00,0.00
1523,YELLOW BALAU KD S4S 40 x 40MM,SAWN TIMBER BALAU,0.710,RM,24042025RM27,71881.7900,51036.0709000,,,,0.00,0.00,0.00
1524,YELLOW BALAU KD S4S 40 x 60MM,SAWN TIMBER BALAU,0.000,RM,24042025RM28,71881.7900,0.0000000,,,,0.00,0.00,0.00
1525,YELLOW BALAU KD S4S 60 x 60MM,SAWN TIMBER BALAU,2.546,RM,24042025RM29,72876.6600,185543.9763600,,,,0.00,0.00,0.00
1535,YELLOW BALAU KD 21MM X 108MM T&G,SAWN TIMBER BALAU,0.000,RM,24042025RM30,0.0000,0.0000000,,,,0.00,0.00,0.00
1540,JATOBA AD 4 X 4'',SAWN TIMBER JATOBA,4.970,RM,24042025RM162,58741.2500,291944.0125000,,,,0.00,0.00,0.00
1541,JATOBA AD 4 X 6'',SAWN TIMBER JATOBA,2.049,RM,24042025RM163,58884.4100,120654.1560900,,,,0.00,0.00,0.00
1542,JATOBA AD 6 X 6'',SAWN TIMBER JATOBA,14.603,RM,24042025RM164,58618.3600,856003.9110800,,,,0.00,0.00,0.00
1601,OKAN 3 X 3'',SAWN TIMBER OKAN,38.378,RM,24042025RM43,35951.9600,1379764.3208800,,,,0.00,0.00,0.00
1602,OKAN 3 X 4'',SAWN TIMBER OKAN,0.066,RM,24042025RM44,37599.9900,2481.5993400,,,,0.00,0.00,0.00
1603,OKAN 4 X 4'',SAWN TIMBER OKAN,18.319,RM,24042025RM45,40415.2900,740367.6975100,,,,0.00,0.00,0.00
1604,OKAN 6 X 6'',SAWN TIMBER OKAN,0.553,RM,24042025RM46,45966.6300,25419.5463900,,,,0.00,0.00,0.00
1605,OKAN 2 X 3'',SAWN TIMBER OKAN,19.624,RM,24042025RM47,36322.6100,712794.8986400,,,,0.00,0.00,0.00
1606,OKAN 3 X 8'',SAWN TIMBER OKAN,0.000,RM,24042025RM48,38617.4700,0.0000000,,,,0.00,0.00,0.00
1607,OKAN 2 X 2'',SAWN TIMBER OKAN,6.752,RM,24042025RM49,36004.5700,243102.8566400,,,,0.00,0.00,0.00
1608,OKAN 4 X 6'',SAWN TIMBER OKAN,0.000,RM,24042025RM50,45966.6300,0.0000000,,,,0.00,0.00,0.00
1609,OKAN 2 X 4'',SAWN TIMBER OKAN,9.874,RM,24042025RM51,35627.5500,351786.4287000,,,,0.00,0.00,0.00
1810,KIAAT 25MM 1st GRADE LONGS KD,SAWN TIMBER KIAAT,0.236,RM,24042025RM82,58306.0600,13760.2301600,,,,0.00,0.00,0.00
1820,KIAAT 38MM 1st GRADE LONGS 1.8-3.2 KD,SAWN TIMBER KIAAT,2.173,RM,24042025RM84,58306.0600,126699.0683800,,,,0.00,0.00,0.00
1830,KIAAT 50MM 1st GRADE LONGS 1.8-3.2 KD,SAWN TIMBER KIAAT,0.185,RM,24042025RM83,58306.0600,10786.6211000,,,,0.00,0.00,0.00
1890,RED GRANDIS FAS1F 25.4MM X RW,SAWN TIMBER RED GRANDIS,28.280,RM,24042025RM98,33931.3300,959578.0124000,,,,0.00,0.00,0.00
1895,RED GRANDIS FAS1F 38.1MM X RW,SAWN TIMBER RED GRANDIS,0.000,RM,24042025RM99,44421.3400,0.0000000,,,,0.00,0.00,0.00
1898,RED GRANDIS FAS1F 50.8MM X RW,SAWN TIMBER RED GRANDIS,8.025,RM,24042025RM100,48312.8300,387710.4607500,,,,0.00,0.00,0.00
1900,RED GRANDIS SB-A 25.4MM,SAWN TIMBER RED GRANDIS,2.616,RM,24042025RM101,27327.1400,71487.7982400,,,,0.00,0.00,0.00
2001,IROKO KD FAS 25MM,SAWN TIMBER IROKO,0.605,RM,24042025RM131,63241.4400,38261.0712000,,,,0.00,0.00,0.00
2002,IROKO KD FAS 38MM,SAWN TIMBER IROKO,0.194,RM,24042025RM132,63241.4400,12268.8393600,,,,0.00,0.00,0.00
2003,IROKO KD FAS 50MM,SAWN TIMBER IROKO,0.000,RM,24042025RM133,0.0000,0.0000000,,,,0.00,0.00,0.00
2201,POLE 50MM X 2.4M PINE CYLINDER CCA TREATED,CCA TREATED CYLINDER POLES,0.000,RM,24042025RM31,117.6100,0.0000000,,,,0.00,0.00,0.00
2205,POLE 100MM X 5.8M PINE CYLINDER CCA TREATED,CCA TREATED CYLINDER POLES,153.000,RM,24042025RM32,1187.1800,181638.5400000,,,,0.00,0.00,0.00
2206,POLE 125MM X 5.8M PINE CYLINDER CCA TREATED,CCA TREATED CYLINDER POLES,58.000,RM,24042025RM33,1853.9100,107526.7800000,,,,0.00,0.00,0.00
2207,POLE 150MM X 5.8M PINE CYLINDER CCA TREATED,CCA TREATED CYLINDER POLES,155.000,RM,24042025RM34,2854.9500,442517.2500000,,,,0.00,0.00,0.00
2209,POLE 200MM X 5.8M PINE CYLINDER CCA TREATED,CCA TREATED CYLINDER POLES,0.000,RM,24042025RM35,5782.9600,0.0000000,,,,0.00,0.00,0.00
2212,POLE 75MM X 2.9M PINE CYLINDER CCA TREATED,CCA TREATED CYLINDER POLES,0.000,RM,24042025RM36,343.6500,0.0000000,,,,0.00,0.00,0.00
2213,POLE 50MM X 2.7M PINE CYLINDER CCA TREATED,CCA TREATED CYLINDER POLES,67.000,RM,24042025RM37,157.8100,10573.2700000,,,,0.00,0.00,0.00
2214,POLE 75MM X 2.7M PINE CYLINDER CCA TREATED,CCA TREATED CYLINDER POLES,0.000,RM,24042025RM38,259.6300,0.0000000,,,,0.00,0.00,0.00
2306,POLE 120-140MM X 7.0M PINE TRANSMISSION CCA TREATED,TRANSMISSION POLES,0.000,RM,24042025RM134,3565.7400,0.0000000,,,,0.00,0.00,0.00
2401,DECKING CUMARU 21MM X 100MM,DECKING CUMARU,3175.524,RM,24042025RM39,1500.0000,4763286.0000000,,,,0.00,0.00,0.00
2402,DECKING CUMARU 21MM X 120MM,DECKING CUMARU,92.296,RM,24042025RM40,1587.6600,146534.6673600,,,,0.00,0.00,0.00
2502,DECKING IPE KD 21MM X 100MM,DECKING IPE,1945.751,RM,24042025RM41,2211.6000,4303222.9116000,,,,0.00,0.00,0.00
2508,DECKING IPE AD 20MM X 100MM,DECKING IPE,1998.300,RM,24042025RM42,2139.1400,4274643.4620000,,,,0.00,0.00,0.00
2520,DECKING CABREUVA KD 21MM X 100MM,DECKING CABREUVA,27.432,RM,24042025RM175,1079.4500,29611.4724000,,,,0.00,0.00,0.00
2530,DECKING GUARIUBA KD 21MM X 100MM,DECKING GUARIUBA,0.000,RM,24042025RM176,1079.4500,0.0000000,,,,0.00,0.00,0.00
2540,DECKING JATOBA KD 21MM X 100MM,DECKING JATOBA,0.000,RM,24042025RM177,1079.4500,0.0000000,,,,0.00,0.00,0.00
2701,DECKING 21MM X 120MM YELLOW BALAU KD IDECK,DECKING BALAU,1280.504,RM,24042025RM126,1511.7600,1935814.7270400,,,,0.00,0.00,0.00
2702,DECKING 21MM X 140MM YELLOW BALAU KD IDECK,DECKING BALAU,568.641,RM,24042025RM127,1618.2200,920186.2390200,,,,0.00,0.00,0.00
2703,DECKING 21MM X 100MM YELLOW BALAU KD IDECK,DECKING BALAU,2188.601,RM,24042025RM128,1545.7300,3382986.2237300,,,,0.00,0.00,0.00
2704,DECKING 32MM X 100MM YELLOW BALAU KD IDECK,DECKING BALAU,30.340,RM,24042025RM129,2379.5600,72195.8504000,,,,0.00,0.00,0.00
2801,DECKING PINE 32MM X 105MM SA CCA TREATED,DECKING PINE,93.785,RM,24042025RM130,1210.4800,113524.8668000,,,,0.00,0.00,0.00
2802,DECKING (REBO) BAMBOO 20MM X 140MM,DECKING BAMBOO,212.488,RM,24042025RM173,1810.0400,384611.7795200,,,,0.00,0.00,0.00
2850,JOIST (REBO) BAMBOO 40mm X 40mm X 1860mm,JOIST BAMBOO,599.000,RM,24042025RM174,267.6700,160334.3300000,,,,0.00,0.00,0.00
3105,EASYCLIP STANDARD SET CLIP+SCREW SS TORX 6-STAR 45MM,DECKING HARDWARE,8500.000,RM,24042025RM57,7.0300,59755.0000000,,,,0.00,0.00,0.00
3115,CLIP KIT DC05 REBO (BAMBOO DECKING),DECKING HARDWARE,10900.000,RM,24042025RM72,11.4600,124914.0000000,,,,0.00,0.00,0.00
3205,SCREW SS TORX 6-STAR 45MM,DECKING HARDWARE,0.000,RM,24042025RM58,3.5200,0.0000000,,,,0.00,0.00,0.00
3220,SCREW 4X30/18 DOUBLE CSK TORX TX20 CHIPBOARD A2 SS+WAXED (32761),DECKING HARDWARE,8000.000,RM,24042025RM68,1.3300,10640.0000000,,,,0.00,0.00,0.00
3221,SCREW 4X40/24 DOUBLE CSK TORX TX20 CHIPBOARD A2 SS+WAXED (32763),DECKING HARDWARE,24500.000,RM,24042025RM61,1.6200,39690.0000000,,,,0.00,0.00,0.00
3222,SCREW 5X50/30 DOUBLE CSK TORX TX25 CHIPBOARD A2 SS+WAXED (169),DECKING HARDWARE,62200.000,RM,24042025RM62,2.3900,148658.0000000,,,,0.00,0.00,0.00
3223,SCREW 5X60/36 DOUBLE CSK TORX TX25 CHIPBOARD A2 SS+WAXED (171),DECKING HARDWARE,13600.000,RM,24042025RM63,2.9500,40120.0000000,,,,0.00,0.00,0.00
3224,SCREW 5X40/24 DOUBLE CSK TORX TX25 CHIPBOARD A2 SS+WAXED (167),DECKING HARDWARE,98000.000,RM,24042025RM69,1.9900,195020.0000000,,,,0.00,0.00,0.00
3225,SCREW 6X50/30 DOUBLE CSK TORX TX25 CHIPBOARD A2 SS+WAXED (45752),DECKING HARDWARE,1500.000,RM,24042025RM73,4.3300,6495.0000000,,,,0.00,0.00,0.00
3226,SCREW 6X60/36 DOUBLE CSK TORX TX25 CHIPBOARD A2 SS+WAXED (45753),DECKING HARDWARE,2600.000,RM,24042025RM74,5.6100,14586.0000000,,,,0.00,0.00,0.00
3240,SCREW TORX A2 SS ASSORTED SIZE,DECKING HARDWARE,0.000,RM,24042025RM66,24.9600,0.0000000,,,,0.00,0.00,0.00
3250,SCREW FASTENER SRBT 10-12X45MM CSK PH2 W/6 SER FT+BT,DECKING HARDWARE,89759.000,RM,24042025RM60,0.8000,71807.2000000,,,,0.00,0.00,0.00
3305,BIT TORX 6-STAR FORCE T-10 50MM,DECKING HARDWARE,35.000,RM,24042025RM59,41.5400,1453.9000000,,,,0.00,0.00,0.00
3321,BIT TORX TX20 FOR M4 (32417),DECKING HARDWARE,511.000,RM,24042025RM64,10.5300,5380.8300000,,,,0.00,0.00,0.00
3322,BIT TORX TX25 FOR M5 (32418),DECKING HARDWARE,767.000,RM,24042025RM65,13.6400,10461.8800000,,,,0.00,0.00,0.00
3323,BIT HEX WEIVT 1/4X65XT15,DECKING HARDWARE,35.000,RM,24042025RM76,0.5200,18.2000000,,,,0.00,0.00,0.00
3419,IPE CLIP EXTREME-S 2.4MM BLACK KIT 185 - TRIM SCREWS,DECKING HARDWARE,0.000,RM,24042025RM71,223.8200,0.0000000,,,,0.00,0.00,0.00
3420,IPE CLIP EXTREME-S 4.0MM BLACK KIT 185 - TRIM SCREWS,DECKING HARDWARE,15.000,RM,24042025RM52,2587.6500,38814.7500000,,,,0.00,0.00,0.00
3421,IPE CLIP EXTREME-S BLACK KIT 185 - METAL JOIST SCREWS,DECKING HARDWARE,0.000,RM,24042025RM70,2365.3400,0.0000000,,,,0.00,0.00,0.00
3430,IPE CLIP EXTREME 4.0MM BLACK BUCKET 555,DECKING HARDWARE,11.000,RM,24042025RM53,7838.0600,86218.6600000,,,,0.00,0.00,0.00
3450,TOOL HARDWOOD WRENCH,DECKING HARDWARE,5.000,RM,24042025RM54,8525.8000,42629.0000000,,,,0.00,0.00,0.00
3451,TOOL SLOT CUTTER BIT 5/32'' X 1/2'',DECKING HARDWARE,13.000,RM,24042025RM55,855.6100,11122.9300000,,,,0.00,0.00,0.00
3453,TOOL HARDWOOD PLUG CUTTER 1/2,DECKING HARDWARE,12.000,RM,24042025RM67,852.9100,10234.9200000,,,,0.00,0.00,0.00
3454,SCREW TIMBER JOIST A2 SS 4X50MM,DECKING HARDWARE,175.000,RM,24042025RM75,3.8000,665.0000000,,,,0.00,0.00,0.00
3455,SCREW METAL JOIST A2 SS 3.9X41MM,DECKING HARDWARE,2000.000,RM,24042025RM77,4.5400,9080.0000000,,,,0.00,0.00,0.00
3500,EUROVENT BITUMI 450 - 30M x 1M ROLL,HARDWARE,301.000,RM,24042025RM166,2835.6500,853530.6500000,,,,0.00,0.00,0.00
3510,PVC EDGE BANDING 22MM,HARDWARE,0.000,RM,24042025RM167,0.0000,0.0000000,,,,0.00,0.00,0.00
3700,RYSTIX TIMBACARE ARMADEK 5 LITRES,TIMBER MAINTENANCE,14.000,RM,24042025RM102,3261.3200,45658.4800000,,,,0.00,0.00,0.00
3710,WISECOAT HARDWOOD DECK SIDING & FENCE SEALER 3.5 LITRES,TIMBER MAINTENANCE,14.000,RM,24042025RM103,2381.2600,33337.6400000,,,,0.00,0.00,0.00
3719,IPE OIL HARDWOOD DECK FINISH 450VOC - 3.785 LITRES,TIMBER MAINTENANCE,0.000,RM,24042025RM113,0.0000,0.0000000,,,,0.00,0.00,0.00
3720,LINSEED OIL - BOILED 25 LITRES (23 KG) IN DRUM,TIMBER MAINTENANCE,43.000,RM,24042025RM104,3628.6500,156031.9500000,,,,0.00,0.00,0.00
3721,LINSEED OIL - RAW 25 LITRES (23 KG) IN DRUM,TIMBER MAINTENANCE,43.000,RM,24042025RM105,3593.2000,154507.6000000,,,,0.00,0.00,0.00
3722,LINSEED OIL - BOILED 1 LITRE IN BOTTLE,TIMBER MAINTENANCE,18.000,RM,24042025RM120,173.0800,3115.4400000,,,,0.00,0.00,0.00
3723,LINSEED OIL - RAW 1 LITRE IN BOTTLE,TIMBER MAINTENANCE,19.000,RM,24042025RM121,150.8800,2866.7200000,,,,0.00,0.00,0.00
3730,CECILPRO TX202 5 LITRES TRAITEMENT CHARPENTES ET POUTRES,TIMBER MAINTENANCE,0.000,RM,24042025RM106,1128.0400,0.0000000,,,,0.00,0.00,0.00
3731,CECILPRO TX202XP 5 LITRES TRAITEMENT CURATIF PUISSANT,TIMBER MAINTENANCE,5.000,RM,24042025RM107,1561.2700,7806.3500000,,,,0.00,0.00,0.00
3732,CECILPRO TX203 1 LITRE TRAITEMENT MULTI USAGES,TIMBER MAINTENANCE,58.000,RM,24042025RM108,423.7900,24579.8200000,,,,0.00,0.00,0.00
3733,CECILPRO TX203 6 LITRES TRAITEMENT MULTI USAGES,TIMBER MAINTENANCE,36.000,RM,24042025RM109,1290.8700,46471.3200000,,,,0.00,0.00,0.00
3734,CECILPRO TX203 25 LITRES TRAITEMENT MULTI USAGES,TIMBER MAINTENANCE,5.000,RM,24042025RM110,4780.1300,23900.6500000,,,,0.00,0.00,0.00
3735,CECILPRO TX201 400ML TRAITEMENT MEUBLES-PARQUETS,TIMBER MAINTENANCE,69.000,RM,24042025RM111,654.8100,45181.8900000,,,,0.00,0.00,0.00
3736,CECILPRO TX201 1 LITRE TRAITEMENT MEUBLES - PARQUETS,TIMBER MAINTENANCE,7.000,RM,24042025RM112,606.9100,4248.3700000,,,,0.00,0.00,0.00
3737,CECILPRO VX403 1 LITRE VERNIS BATEAU - BOIS EXTERIEURS,TIMBER MAINTENANCE,0.000,RM,24042025RM114,799.6100,0.0000000,,,,0.00,0.00,0.00
3738,CECILPRO VX403 2.5 LITRE VERNIS BATEAU - BOIS EXTERIEURS,TIMBER MAINTENANCE,0.000,RM,24042025RM115,1688.7100,0.0000000,,,,0.00,0.00,0.00
3739,CECILPRO VX401 1 LITRE INCOLORE VERNIS INTERIEUR MEUBLES - BOISERIES - LAMBRIS,TIMBER MAINTENANCE,26.000,RM,24042025RM116,743.4800,19330.4800000,,,,0.00,0.00,0.00
3740,CECILPRO VX401 1 LITRE CLAIR VERNIS INTERIEUR MEUBLES - BOISERIES - LAMBRIS,TIMBER MAINTENANCE,3.000,RM,24042025RM117,743.4800,2230.4400000,,,,0.00,0.00,0.00
3741,CECILPRO VX401 1 LITRE MOYEN VERNIS INTERIEUR MEUBLES - BOISERIES - LAMBRIS,TIMBER MAINTENANCE,0.000,RM,24042025RM118,743.4800,0.0000000,,,,0.00,0.00,0.00
